date,target,month,Summer,Winter,Autumn,Spring,quarter_1,quarter_2,quarter_3,quarter_4,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,weekend,holidays_flag,vacations_flag,temp,humidity,wind,raining
11/29/2023,169,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,24.5,35,6.25,1
11/30/2023,148,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,19.5,69,4.91667,1
12/01/2023,80,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,15.4,68,4.47222,0
12/02/2023,4,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,15.4,66,4.02778,0
12/03/2023,164,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,16.4,69,3.58333,0
12/04/2023,189,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,17.6,53,3.13889,0
12/05/2023,188,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,19.1,36,4.02778,0
12/06/2023,160,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,19.8,38,2.69444,0
12/07/2023,157,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20.5,30,2.22222,0
12/08/2023,69,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,27.9,15,4.02778,0
12/09/2023,4,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,29.6,17,4.02778,0
12/10/2023,189,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16,68,4.91667,0
12/11/2023,160,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,14.9,60,4.02778,0
12/12/2023,153,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.7,59,4.47222,0
12/13/2023,185,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,17.9,69,4.02778,0
12/14/2023,169,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,19,63,4.02778,0
12/15/2023,96,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,19.7,31,3.58333,0
12/16/2023,5,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,20.9,26,3.13889,0
12/17/2023,189,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,22.5,37,4.02778,0
12/18/2023,207,5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21.6,41,4.02778,0
12/19/2023,201,5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,20.4,56,4.47222,0
12/20/2023,192,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,18.5,67,4.02778,0
12/21/2023,207,5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,18.3,68,3.58333,0
12/22/2023,71,5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,18.8,69,4.02778,0
12/23/2023,3,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,18.7,68,4.02778,0
12/24/2023,163,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,20.2,44,4.47222,0
12/25/2023,65,5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.3,28,3.58333,0
12/26/2023,5,5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,30.4,16,5.36111,0
12/27/2023,159,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,28,18,4.02778,0
12/28/2023,173,5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20.6,61,5.36111,0
12/29/2023,99,5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,20.4,65,4.02778,0
12/30/2023,13,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,22.5,55,4.47222,0
12/31/2023,107,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,25.8,32,4.02778,0
01/01/2024,3,5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.1,39,4.47222,0
01/02/2024,217,5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,22.3,56,4.02778,0
01/03/2024,171,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,22.9,41,4.47222,0
01/04/2024,200,5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,26.6,30,4.47222,0
01/05/2024,92,5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,20.6,66,4.91667,0
01/06/2024,7,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,18.8,67,5.80556,0
01/07/2024,207,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18.4,56,4.02778,0
01/08/2024,237,5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,24.5,30,4.02778,0
01/09/2024,203,5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,19.6,65,5.36111,0
01/10/2024,181,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,19.6,59,3.58333,0
01/11/2024,224,5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20.2,50,4.47222,0
01/12/2024,72,5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,20.8,47,4.02778,0
1/13/2024,9,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,27.4,22,4.47222,0
1/14/2024,221,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,24.1,41,4.47222,0
1/15/2024,140,5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,26.1,39,4.91667,0
1/16/2024,9,5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,24.9,37,4.02778,0
1/17/2024,208,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,24.3,33,4.02778,0
1/18/2024,153,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,20.4,63,4.02778,0
1/19/2024,89,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,21.3,64,4.02778,0
1/20/2024,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,23.1,58,3.58333,0
1/21/2024,224,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,23.6,61,4.02778,0
1/22/2024,173,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,23.7,47,4.02778,0
1/23/2024,225,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,24.9,30,4.02778,0
1/24/2024,201,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,27.1,25,3.58333,0
1/25/2024,131,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,27.5,41,3.58333,0
1/26/2024,59,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,27.5,44,4.47222,0
1/27/2024,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,22.9,66,4.02778,0
1/28/2024,205,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,22.7,63,2.22222,0
1/29/2024,245,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,18.6,79,0.44444,0
1/30/2024,167,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,23.2,47,0,0
1/31/2024,216,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,25.2,47,3.58333,0
02/01/2024,177,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,23.4,65,4.02778,0
02/02/2024,85,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,24.7,58,3.13889,0
02/03/2024,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,24.6,59,2.69444,0
02/04/2024,155,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,26,49,2.69444,0
02/05/2024,179,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,26.6,44,3.58333,0
02/06/2024,180,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,23.7,66,3.58333,0
02/07/2024,207,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,22,65,3.13889,0
02/08/2024,171,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,22.5,64,2.69444,0
02/09/2024,81,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,23.2,61,3.58333,0
02/10/2024,1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,24.3,62,3.58333,0
02/11/2024,192,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,25.4,62,4.02778,0
02/12/2024,200,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,26.4,63,3.58333,0
2/13/2024,105,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,27.9,57,3.58333,0
2/14/2024,7,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,27.4,46,3.58333,0
2/15/2024,228,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,24.9,55,3.13889,0
2/16/2024,117,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,24.9,61,4.02778,0
2/17/2024,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,28.3,55,3.13889,0
2/18/2024,199,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,30.5,28,4.02778,0
2/19/2024,216,7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,31.9,23,3.13889,0
2/20/2024,211,7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,29,46,3.13889,0
2/21/2024,207,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,26.6,70,3.58333,0
2/22/2024,212,7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,25.1,69,3.58333,0
2/23/2024,67,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,24.9,69,3.58333,0
2/24/2024,3,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,26.1,64,3.13889,0
2/25/2024,200,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,26.8,55,3.13889,0
2/26/2024,180,7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,28.3,42,4.02778,0
2/27/2024,249,7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,29.1,42,3.58333,0
2/28/2024,195,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,27.4,64,3.13889,0
2/29/2024,177,7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,27.3,62,3.58333,0
03/01/2024,92,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,28.7,48,3.13889,0
03/02/2024,5,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,28.5,36,3.58333,0
03/03/2024,213,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,30.8,23,3.13889,0
03/04/2024,197,7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,28.7,51,3.58333,0
03/05/2024,188,7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,27.2,62,3.13889,0
03/06/2024,188,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,26.6,62,3.13889,0
03/07/2024,177,7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,26.1,67,3.13889,0
03/08/2024,68,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,26.5,66,3.13889,0
03/09/2024,3,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,26.5,66,3.58333,0
03/10/2024,199,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,26.4,65,3.13889,0
03/11/2024,247,7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,27.3,67,3.13889,0
03/12/2024,209,7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,28.4,60,3.58333,0
3/13/2024,215,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,28.6,53,4.02778,0
3/14/2024,160,7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,28.1,62,3.58333,0
3/15/2024,92,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,27.4,66,4.02778,0
3/16/2024,3,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,25.7,62,2.69444,0
3/17/2024,171,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,25.9,60,3.13889,0
3/18/2024,196,7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,27.3,63,3.58333,0
3/19/2024,237,8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,27.9,64,3.13889,0
3/20/2024,195,8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,26.9,58,3.13889,0
3/21/2024,193,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,26.3,65,3.13889,0
3/22/2024,68,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,26.1,60,3.13889,0
3/23/2024,9,8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,26.1,50,2.22222,0
3/24/2024,212,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,27.1,50,3.13889,0
3/25/2024,200,8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,27.3,60,3.13889,0
3/26/2024,217,8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,26.9,68,3.58333,0
3/27/2024,248,8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,25.4,74,1.77778,0
3/28/2024,204,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,26.5,68,2.69444,0
3/29/2024,101,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,26.8,65,2.22222,0
3/30/2024,3,8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,27,64,3.13889,0
3/31/2024,241,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,27.2,61,3.13889,0
04/01/2024,227,8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,27.1,65,3.58333,0
04/02/2024,219,8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,26.8,70,3.58333,0
04/03/2024,245,8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,26.1,68,4.02778,0
04/04/2024,237,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,26,65,3.13889,0
04/05/2024,84,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,26.8,48,3.13889,0
04/06/2024,4,8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,29.1,33,2.69444,0
04/07/2024,241,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,27.6,50,3.58333,0
04/08/2024,227,8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,25.6,66,2.69444,0
04/09/2024,268,8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,25.4,67,3.13889,0
04/10/2024,240,8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,25.7,66,4.02778,0
04/11/2024,211,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,25.9,67,3.58333,0
04/12/2024,83,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,27.2,67,3.58333,0
4/13/2024,11,8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,27.3,63,3.13889,0
4/14/2024,205,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,26.8,59,2.69444,0
4/15/2024,216,8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,24.8,64,3.13889,0
4/16/2024,248,8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,24,63,3.13889,0
4/17/2024,233,8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,23.8,60,3.13889,0
4/18/2024,231,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,23.6,62,3.58333,0
4/19/2024,92,9,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,25.2,61,4.02778,0
4/20/2024,5,9,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,None,None,None,None
4/21/2024,235,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,None,None,None,None
4/22/2024,225,9,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,None,None,None,None
4/23/2024,221,9,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,None,None,None,None
4/24/2024,187,9,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,None,None,None,None
4/25/2024,209,9,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,None,None,None,None
4/26/2024,87,9,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,25.4,73,3.13889,0
4/27/2024,5,9,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,26.5,72,3.58333,0
4/28/2024,228,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,26.6,64,3.58333,0
4/29/2024,236,9,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,27,56,2.69444,0
4/30/2024,268,9,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,27.7,47,1.77778,0
05/01/2024,161,9,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,26.9,56,3.58333,0
05/02/2024,221,9,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,25.6,75,4.02778,0
05/03/2024,47,9,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,24.7,74,3.13889,0
05/04/2024,3,9,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,23.4,72,2.69444,0
05/05/2024,216,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,24.2,65,2.22222,0
05/06/2024,288,9,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,24.8,60,2.22222,0
05/07/2024,276,9,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,25,65,3.13889,0
05/08/2024,225,9,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,23.6,63,3.58333,0
05/09/2024,224,9,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,25,56,2.69444,0
05/10/2024,93,9,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,24.5,74,4.02778,0
05/11/2024,4,9,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,23,66,2.69444,0
05/12/2024,216,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,22.3,64,3.13889,0
5/13/2024,243,9,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,23.5,67,3.13889,0
5/14/2024,256,9,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,22.9,71,3.13889,0
5/15/2024,240,9,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,22.5,69,2.22222,0
5/16/2024,215,9,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,22.3,63,3.13889,0
5/17/2024,105,9,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,21.7,67,2.69444,0
5/18/2024,3,9,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,21.7,69,2.22222,0
5/19/2024,231,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,24.6,48,1.77778,0
5/20/2024,213,10,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,27.4,40,2.69444,0
5/21/2024,265,10,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,23.1,70,4.47222,0
5/22/2024,228,10,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,21.5,68,2.69444,0
5/23/2024,199,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,21.1,71,3.13889,0
5/24/2024,95,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,21,71,3.13889,0
5/25/2024,8,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,23,49,0.88889,0
5/26/2024,187,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,23.2,56,4.02778,0
5/27/2024,236,10,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,19.9,76,3.58333,0
5/28/2024,216,10,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,18.4,75,1.77778,0
5/29/2024,211,10,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,20.2,67,2.69444,0
5/30/2024,199,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,20.9,63,3.13889,0
5/31/2024,57,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,17.6,78,0,0
06/01/2024,4,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,19.8,63,2.22222,0
06/02/2024,196,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,19.8,57,2.22222,0
06/03/2024,236,10,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,18.6,63,2.22222,0
06/04/2024,249,10,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,21.3,55,3.58333,0
06/05/2024,144,10,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,24.2,27,3.13889,0
06/06/2024,8,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,24.9,35,1.77778,0
06/07/2024,1,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,22.2,76,2.22222,0
06/08/2024,3,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,21.4,72,1.77778,0
06/09/2024,245,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,20.6,64,1.33333,0
06/10/2024,288,10,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19.6,66,2.22222,0
06/11/2024,260,10,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,20.3,61,0.88889,0
06/12/2024,277,10,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,21,51,2.22222,0
6/13/2024,207,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,22.3,37,2.69444,0
6/14/2024,67,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,21.9,45,1.77778,0
6/15/2024,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,19.4,63,2.69444,0
6/16/2024,255,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,18.9,59,1.77778,0
6/17/2024,204,10,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,17.9,69,4.02778,0
6/18/2024,251,10,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,18.5,75,2.22222,0
6/19/2024,152,11,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,18.5,67,2.22222,0
6/20/2024,8,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,17.2,72,1.77778,0
6/21/2024,97,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,16.8,69,2.22222,0
6/22/2024,7,11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,17.3,71,1.33333,0
6/23/2024,221,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16.9,67,1.33333,0
6/24/2024,259,11,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,17.4,63,1.33333,0
6/25/2024,224,11,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,18.9,61,2.69444,0
6/26/2024,164,11,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,18.3,75,2.22222,0
6/27/2024,11,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,15.3,75,0.44444,0
6/28/2024,92,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,17.4,55,2.22222,0
6/29/2024,3,11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,15.8,55,0.44444,0
6/30/2024,273,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,22.6,29,3.13889,0
07/01/2024,324,11,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,22.5,37,2.22222,0
07/02/2024,293,11,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,18.7,46,1.77778,0
07/03/2024,283,11,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,18.8,49,1.33333,0
07/04/2024,268,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,19.7,31,1.33333,0
07/05/2024,99,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,20.8,30,1.33333,0
07/06/2024,4,11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,21.8,28,2.22222,0
07/07/2024,240,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,18.3,76,1.33333,0
07/08/2024,313,11,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15.6,76,2.69444,0
07/09/2024,219,11,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,14.1,82,5.36111,1
07/10/2024,216,11,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,12.2,78,4.47222,0
07/11/2024,207,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.9,84,0.88889,0
07/12/2024,75,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,13.9,68,4.47222,0
7/13/2024,0,11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,16,49,4.47222,0
7/14/2024,225,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,14.2,76,1.77778,0
7/15/2024,208,11,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14.6,81,0.88889,0
7/16/2024,203,11,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,15,71,2.22222,0
7/17/2024,240,11,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,14.3,73,1.77778,0
